,Model Name,Product URL,Filename,Company,Type,Application,Category Tags,Origin Country,Width (cm),Height (cm)
2135,01-per-q-sand-str,https://liansenghin.com.sg/product/01-per-q-sand-str/,01-per-q-sand-str.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Italy,30,60 
2136,01-organic-decor-mix,https://liansenghin.com.sg/product/01-organic-decor-mix/,01-organic-decor-mix.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,Spain,45.5,90 
2137,01-carnico-perla-g-60,https://liansenghin.com.sg/product/01-carnico-perla-g-60/,01-carnico-perla-g-60.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,60,60 
2138,03-38807b,https://liansenghin.com.sg/product/03-38807b/,03-38807b.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2139,01-ch8523as,https://liansenghin.com.sg/product/01-ch8523as/,01-ch8523as.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,80,80 
2140,03-polka-black,https://liansenghin.com.sg/product/03-polka-black/,03-polka-black.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Indonesia,20,60 
2141,08-p214,https://liansenghin.com.sg/product/08-p214/,08-p214.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",China,20,20 
2142,03-ks3903a,https://liansenghin.com.sg/product/03-ks3903a/,03-ks3903a.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2143,03-ks3630b,https://liansenghin.com.sg/product/03-ks3630b/,03-ks3630b.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2144,01-pol-petra-ivory-60,https://liansenghin.com.sg/product/01-pol-petra-ivory-60/,01-pol-petra-ivory-60.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Tiles",China,60,60 
2145,01-ink-p336,https://liansenghin.com.sg/product/01-ink-p336/,01-ink-p336.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",China,30,60 
2146,01-baron-white-159,https://liansenghin.com.sg/product/01-baron-white-159/,01-baron-white-159.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Turkey,15,90 
2147,01-rovere-noce,https://liansenghin.com.sg/product/01-rovere-noce/,01-rovere-noce.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,Italy,15,60 
2148,03-j360534b,https://liansenghin.com.sg/product/03-j360534b/,03-j360534b.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Marble Look, Tiles",China,30,60 
2149,01-luna-404,https://liansenghin.com.sg/product/01-luna-404/,01-luna-404.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Spain,30,60 
2150,01-aa6303,https://liansenghin.com.sg/product/01-aa6303/,01-aa6303.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2151,01-ub-light-cream,https://liansenghin.com.sg/product/01-ub-light-cream/,01-ub-light-cream.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Tiles",China,30,30 
2152,03-ty7064b,https://liansenghin.com.sg/product/03-ty7064b/,03-ty7064b.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,25,75 
2153,01-cz5659-36,https://liansenghin.com.sg/product/01-cz5659-36/,01-cz5659-36.jpg,Lian Seng Hin,Tiles,Floor,"Cement, Tiles",China,30,60 
2154,03-j360541h,https://liansenghin.com.sg/product/03-j360541h/,03-j360541h.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2155,08-f2203,https://liansenghin.com.sg/product/08-f2203/,08-f2203.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Tiles",China,20,20 
2156,08-malaga,https://liansenghin.com.sg/product/08-malaga/,08-malaga.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Spain,20,20 
2157,05-bs-pistacho-12,https://liansenghin.com.sg/product/05-bs-pistacho-12/,05-bs-pistacho-12.jpg,Lian Seng Hin,Tiles,Floor,"Subway, Tiles",Spain,10,20 
2158,01-heritage-grey,https://liansenghin.com.sg/product/01-heritage-grey/,01-heritage-grey.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Turkey,33,33 
2159,01-gems-carrara-matt-60,https://liansenghin.com.sg/product/01-gems-carrara-matt-60/,01-gems-carrara-matt-60.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Tiles",China,60,60 
2160,04-1920e,https://liansenghin.com.sg/product/04-1920e/,04-1920e.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Italy,10,10 
2161,102-agt602144ar,https://liansenghin.com.sg/product/102-agt602144ar/,102-agt602144ar.jpg,Lian Seng Hin,Tiles,Floor,"Antibacterial, Single Color, Tiles",Indonesia,60,60 
